id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,bitflag
3149,чловѣкооубииць,Nb,чловѣкооубііць,1,,,,marianus,,,,,,8
3150,брьниѥ,Nb,брьніе,12,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3151,плиновениѥ,Nb,пліновеніе,1,,,,marianus,,,,,,8
3152,силоуамль,A-,сілоуамль,1,,,,marianus,,,,,,8
3153,иногда,Df,іногда,14,,,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,,232
3154,сиць,Pd,сіць,25,,,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,,232
3155,въздрастъ,Nb,въздрастъ,15,,,,marianus,,supr_y_fixed,,,,40
3156,съложити,V-,съложіті,6,,,,marianus,,supr_y_fixed,vit-const,,,104
3157,богочьтьць,Nb,богочьтьць,1,,,,marianus,,,,,,8
3158,прѣлазити,V-,прѣлазіті,1,,,,marianus,,,,,,8
3159,инѫдоу,Df,інѫдоу,2,,,,marianus,,supr_y_fixed,,,,40
3160,двьрьникъ,Nb,двьрьнікъ,1,,,,marianus,,,,,,8
3161,пажить,Nb,пажіть,6,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3162,распѫдити,V-,распѫдіті,1,,,,marianus,,,,,,8
3163,енкениꙗ,Nb,енкеніѣ,1,,,,marianus,,,,,,8
3164,богъ,Pd,богъ,2,,,,marianus,,supr_y_fixed,,,,40
3165,иждеже,Dq,іждеже,21,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3166,потъкнѫти,V-,потъкнѫті,6,,,,marianus,,supr_y_fixed,,,,40
3167,оусъпениѥ,Nb,оусъпеніе,6,,,,marianus,,supr_y_fixed,,,,40
3168,близньць,Ne,блізньць,2,,,,marianus,,,,,,8
3169,оутѣшити,V-,оутѣшіті,16,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3170,дома,Df,дома,3,,,,marianus,,supr_y_fixed,,,,40
3171,просльзити,V-,просльзіті,11,,,,marianus,,supr_y_fixed,,,,40
3172,смрьдѣти,V-,смрьдѣті,5,,,,marianus,,supr_y_fixed,vit-const,,,104
3173,четврѣдьневьнъ,A-,четврѣдьневьнъ,3,,,,marianus,,supr_y_fixed,,,,40
3174,вꙑспрь,Df,въіспрь,5,,,,marianus,,supr_y_fixed,,,,40
3175,оукрои,Nb,оукроі,5,,,,marianus,,supr_y_fixed,,,,40
3176,римлꙗнинъ,Nb,рімлѣнінъ,7,,,,marianus,,supr_y_fixed,vit-const,,,104
3177,ефремъ,Ne,ефремъ,5,,,,marianus,psal-sin_sentence_removed,,vit-const,,,88
3178,литра,Nb,літра,2,,,,marianus,,,,,,8
3179,нардъ,Nb,нардъ,1,,,,marianus,,,,,,8
3180,вонꙗ,Nb,вонѣ,6,,,,marianus,,supr_y_fixed,,,,40
3181,скриница,Nb,скрініца,2,,,,marianus,,,,,,8
3182,финикъ,Nb,фінікъ,2,,,,marianus,psal-sin_sentence_removed,,,,,24
3183,осьль,A-,осьль,1,,,,marianus,,,,,,8
3184,пьшеничьнъ,A-,пьшенічьнъ,4,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3185,громъ,Nb,громъ,8,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,,120
3186,клепати,V-,клепаті,3,,,,marianus,,,,,zogr_complete,264
3187,ослѣпити,V-,ослѣпіті,7,,,,marianus,,supr_y_fixed,,,,40
3188,лентии,Nb,лентіі,3,,,,marianus,,supr_y_fixed,,,,40
3189,вълити,V-,въліті,1,,,,marianus,,,,,,8
3190,оумꙑвальница,Nb,оумъівальніца,1,,,,marianus,,,,,,8
3191,оумꙑвати,V-,оумъіваті,5,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3192,измꙑти,V-,ізмъіті,4,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3193,прѣльщениѥ,Nb,прѣльштеніе,7,,,,marianus,,supr_y_fixed,,,,40
3194,съзирати,V-,съзіраті,1,,,,marianus,,,,,,8
3195,чѧдьце,Nb,чѧдьце,2,,,,marianus,,supr_y_fixed,,,,40
3196,съмѫщати,V-,съмѫштаті,10,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3197,ꙗможе,Df,ѣможе,1,,,,marianus,,,,,,8
3198,параклитъ,Nb,параклітъ,4,,,,marianus,,,,,,8
3199,сиръ,A-,сіръ,10,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3200,оустрашати,V-,оустрашаті,3,,,,marianus,,supr_y_fixed,,,,40
3201,лоза,Nb,лоза,11,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3202,розга,Nb,розга,4,,,,marianus,psal-sin_sentence_removed,,,,,24
3203,отрѣбити,V-,отрѣбіті,2,,,,marianus,,supr_y_fixed,,,,40
3204,раждиѥ,Nb,раждіе,1,,,,marianus,,,,,,8
3205,вълагати,V-,вълагаті,5,,,,marianus,,supr_y_fixed,,vit-meth_4_removed,zogr_complete,424
3206,съгарати,V-,съгараті,1,,,,marianus,,,,,,8
3207,спꙑти,Df,спъіті,6,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
3208,наставити,V-,наставіті,27,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,184
3209,раждати,V-,раждаті,15,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,184
3210,погꙑбѣльнъ,A-,погъібѣльнъ,1,,,,marianus,,,,,,8
3211,потокъ,Nb,потокъ,10,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3212,кедрьскъ,A-,кедрьскъ,1,,,,marianus,,,,,,8
3213,врьтъ,Nb,врьтъ,4,,,,marianus,,supr_y_fixed,,,zogr_complete,296
3214,свѣтило,Nb,свѣтіло,11,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3215,назареи,Nb,назареі,5,,,,marianus,,supr_y_fixed,,,,40
3216,мальхъ,Ne,мальхъ,1,,,,marianus,,,,,,8
3217,вънисти,V-,въністі,1,,,,marianus,,,,,,8
3218,ножьницѧ,Nb,ножьніцѧ,1,,,,marianus,,,,,,8
3219,тьсть,Nb,тьсть,2,,,,marianus,,,,,zogr_complete,264
3220,тети,V-,теті,5,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
3221,прапрѫдьнъ,A-,прапрѫдьнъ,3,,,,marianus,,,,,zogr_complete,264
3222,изводити,V-,ізводіті,7,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3223,литострата,Ne,літострата,1,,,,marianus,,,,,,8
3224,гаввата,Ne,гаввата,1,,,,marianus,,,,,,8
3225,сѫдоу,Df,сѫдоу,1,,,,marianus,,,,,,8
3226,овѫдоу,Df,овѫдоу,1,,,,marianus,,,,,,8
3227,титьлъ,Nb,тітьлъ,3,,,,marianus,,,vit-const,,,72
3228,грьчьскꙑ,Df,грьчьскъі,2,,,,marianus,,,,vit-meth_4_removed,,136
3229,латиньскꙑ,Df,латіньскъі,2,,,,marianus,,,,vit-meth_4_removed,,136
3230,хитонъ,Nb,хітонъ,2,,,,marianus,,,,,,8
3231,шьвенъ,A-,шьвенъ,2,,,,marianus,,supr_y_fixed,,,,40
3232,истъкати,V-,істъкаті,2,,,,marianus,,supr_y_fixed,,,,40
3233,прѣдьрати,V-,прѣдьраті,1,,,,marianus,,,,,,8
3234,матизмъ,Nb,матізмъ,1,,,,marianus,,,,,,8
3235,клеоповъ,A-,клеоповъ,2,,,,marianus,,supr_y_fixed,,,,40
3236,ѵсопъ,Nb,усопъ,2,,,,marianus,psal-sin_sentence_removed,,,,,24
3237,придѣти,V-,прідѣті,1,,,,marianus,,,,,,8
3238,прѣклонити,V-,прѣклоніті,23,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3239,прѣбити,V-,прѣбіті,4,,,,marianus,,supr_y_fixed,,,,40
3240,голѣнь,Nb,голѣнь,5,,,,marianus,,supr_y_fixed,,,,40
3241,копии,Nb,копіі,1,,,,marianus,,,,,,8
3242,съмѣшениѥ,Nb,съмѣшеніе,1,,,,marianus,,,,,,8
3243,змѵрьнъ,A-,змурьнъ,1,,,,marianus,,,,,,8
3244,алгоуинъ,A-,алгоуінъ,1,,,,marianus,,,,,,8
3245,погрѣбати,V-,погрѣбаті,5,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,,56
3246,сѵдарь,Nb,сударь,1,,,,marianus,,,,,,8
3247,особь,Df,особь,7,,,,marianus,,supr_y_fixed,vit-const,,,104
3248,съвити,V-,съвіті,2,,,,marianus,psal-sin_sentence_removed,,,,,24
3249,врьтоградарь,Nb,врьтоградарь,1,,,,marianus,,,,,,8
3250,доунѫти,V-,доунѫті,2,,,,marianus,,supr_y_fixed,,,,40
3251,близньць,Nb,блізньць,2,,,,marianus,,supr_y_fixed,,,,40
3252,гвоздиинъ,A-,гвоздіінъ,5,,,,marianus,,supr_y_fixed,,,,40
3253,епеньдитъ,Nb,епеньдітъ,1,,,,marianus,,,,,,8
3254,влѣщи,V-,влѣшті,12,,,,marianus,,supr_y_fixed,,,,40
3255,протръгнѫти,V-,протръгнѫті,1,,,,marianus,,,,,,8
3256,шѧтати,V-,шѧтаті,1,,,,,psal-sin_sentence_removed,,,,,16
3257,пооучити,V-,пооучіті,15,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3258,тъщетьнъ,A-,тъштетьнъ,4,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3259,прѣдъстати,V-,прѣдъстаті,5,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3260,посмиꙗти,V-,посміѣті,8,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3261,сионъ,Ne,сіонъ,36,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3262,одрьжаниѥ,Nb,одрьжаніе,1,,,,,psal-sin_sentence_removed,,,,,16
3263,оупасти,V-,оупасті,8,,,,,psal-sin_sentence_removed,,vit-const,,,80
3264,палица,Nb,паліца,6,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3265,наказати,V-,наказаті,12,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3266,наказаниѥ,Nb,наказаніе,13,,,,,psal-sin_sentence_removed,supr_y_fixed,vit-const,,,112
3267,ѥгда,G-,егда,3,,,,,psal-sin_sentence_removed,,,,zogr_complete,272
3268,абеселоумъ,Ne,абеселоумъ,2,,,,,psal-sin_sentence_removed,,,,,16
3269,диѣпсалъмъ,F-,діѣпсалъмъ,43,,,,,psal-sin_sentence_removed,,,,,16
3270,застѫпьникъ,Nb,застѫпьнікъ,24,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3271,застѫпити,V-,застѫпіті,7,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3272,вражьдовати,V-,вражьдоваті,6,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3273,благословещениѥ,Nb,благословештеніе,4,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3274,вьнегда,Dq,вьнегда,16,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3275,възꙑвати,V-,възъіваті,3,,,,,psal-sin_sentence_removed,supr_y_fixed,vit-const,,,112
3276,пространити,V-,пространіті,3,,,,,psal-sin_sentence_removed,,vit-const,vit-meth_4_removed,,208
3277,тѧжькосрьдъ,A-,тѧжькосрьдъ,1,,,,,psal-sin_sentence_removed,,,,,16
3278,въскѫѭ,Df,въскѫѭ,1,,,,,psal-sin_sentence_removed,,,,,16
3279,соуѥтьнъ,A-,соуетьнъ,22,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3280,оудивити,V-,оудівіті,6,,,,,psal-sin_sentence_removed,,,,,16
3281,пожрьти,V-,пожрьті,67,,,,,psal-sin_sentence_removed,supr_y_fixed,vit-const,,,112
3282,ꙗвити,V-,ѣвіті,5,,,,,psal-sin_sentence_removed,,vit-const,vit-meth_4_removed,,208
3283,въноушити,V-,въноушіті,8,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3284,зъваниѥ,Nb,зъваніе,7,,,,,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,176
3285,приселити,V-,пріселіті,1,,,,,psal-sin_sentence_removed,,,,,16
3286,законопрѣстѫпьникъ,Nb,законопрѣстѫпьнікъ,9,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3287,лъживъ,A-,лъжівъ,2,,,,,psal-sin_sentence_removed,,,,,16
3288,мрьзѣти,V-,мрьзѣті,3,,,,,psal-sin_sentence_removed,,,,,16
3289,навести,V-,навесті,12,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3290,отъврьстъ,A-,отъврьстъ,1,,,,,psal-sin_sentence_removed,,,,,16
3291,грътань,Nb,грътань,11,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3292,свои,Pk,своі,22,,,,,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,176
3293,нечьстиѥ,Nb,нечьстіе,10,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3294,вꙑринѫти,V-,въірінѫті,4,,,,,psal-sin_sentence_removed,,vit-const,,,80
3295,щитъ,Nb,штітъ,6,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3296,вѣньчати,V-,вѣньчаті,14,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3297,осмь,Mo,осмь,3,,,,,psal-sin_sentence_removed,,,,zogr_complete,272
3298,оутроудити,V-,оутроудіті,2,,,,,psal-sin_sentence_removed,,,,,16
3299,въздꙑханиѥ,Nb,въздъіханіе,15,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3300,постелꙗ,Nb,постелѣ,4,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3301,оумочити,V-,оумочіті,2,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3302,обетъшати,V-,обетъшаті,7,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3303,молѥниѥ,Nb,моленіе,14,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3304,оустꙑдѣти,V-,оустъідѣті,2,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3305,пѣти,V-,пѣті,69,,,,,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,496
3306,соусиинъ,A-,соусіінъ,1,,,,,psal-sin_sentence_removed,,,,,16
3307,немениинъ,Ne,неменіінъ,1,,,,,psal-sin_sentence_removed,,,,,16
3308,похꙑтити,V-,похъітіті,4,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3309,львъ,Nb,львъ,26,,,,,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,176
3310,избавлꙗти,V-,ізбавлѣті,6,,,,,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,176
3311,прьсть,Nb,прьсть,10,,,,,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,176
3312,FIXME,Nb,FIхMе,7,,,,,psal-sin_sentence_removed,,vit-const,vit-meth_4_removed,,208
3313,вꙑсота,Nb,въісота,21,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3314,незълоба,Nb,незълоба,8,,,,,psal-sin_sentence_removed,,,,,16
3315,правьдьно,Df,правьдьно,3,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3316,сѫдитель,Nb,сѫдітель,1,,,,,psal-sin_sentence_removed,,,,,16
3317,трьпѣливъ,A-,трьпѣлівъ,7,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3318,наводити,V-,наводіті,4,,,,,psal-sin_sentence_removed,supr_y_fixed,vit-const,,,112
3319,оцѣстити,V-,оцѣстіті,13,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3320,лѫкъ,Nb,лѫкъ,16,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3321,отъвлѣщи,V-,отъвлѣшті,1,,,,,psal-sin_sentence_removed,,,,,16
3322,стрѣла,Nb,стрѣла,17,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3323,ровъ,Nb,ровъ,20,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3324,изрꙑти,V-,ізръіті,2,,,,,psal-sin_sentence_removed,,,,,16
3325,чоудьнъ,A-,чоудьнъ,21,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3326,вельлѣпота,Nb,вельлѣпота,9,,,,,psal-sin_sentence_removed,,,,,16
3327,прѣвꙑше,Df,прѣвъіше,2,,,,,psal-sin_sentence_removed,,,,,16
3328,раздроушити,V-,раздроушіті,17,,,,,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,176
3329,мьстьникъ,Nb,мьстьнікъ,3,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3330,посѣщати,V-,посѣштаті,2,,,,,psal-sin_sentence_removed,,,,,16
3331,оумьнити,V-,оумьніті,3,,,,,psal-sin_sentence_removed,,,vit-meth_4_removed,,144
3332,покорити,V-,покоріті,28,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3333,польскъ,A-,польскъ,3,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3334,сѣдильна,Nb,сѣдільна,16,,,,,psal-sin_sentence_removed,,,,,16
3335,гꙑбнѫти,V-,гъібнѫті,2,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3336,нечьстивъ,A-,нечьстівъ,46,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3337,вражии,A-,вражіі,11,,,,,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,304
3338,правꙑни,Nb,правъіні,3,,,,,psal-sin_sentence_removed,,,,,16
3339,прибѣжище,Nb,прібѣжіште,17,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3340,начинаниѥ,Nb,начінаніе,7,,,,,psal-sin_sentence_removed,,,,,16
3341,оугльбнѫти,V-,оугльбнѫті,2,,,,,psal-sin_sentence_removed,,,,,16
3342,оувѧзнѫти,V-,оувѧзнѫті,3,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3343,сѫдьба,Nb,сѫдьба,31,,,,,psal-sin_sentence_removed,,,,,16
3344,забꙑвати,V-,забъіваті,5,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3345,законодавьць,Nb,законодавьць,1,,,,,psal-sin_sentence_removed,,,,,16
3346,гръдость,Nb,гръдость,2,,,,,psal-sin_sentence_removed,,vit-const,,,80
3347,възгарати,V-,възгараті,1,,,,,psal-sin_sentence_removed,,,,,16
3348,оувѧзати,V-,оувѧзаті,5,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3349,благословествити,V-,благословествіті,32,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3350,раздражити,V-,раздражіті,8,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3351,оскврьнꙗти,V-,оскврьнѣті,2,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3352,оуделѣти,V-,оуделѣті,1,,,,,psal-sin_sentence_removed,,,,,16
3353,горѥсть,Nb,горесть,6,,,,,psal-sin_sentence_removed,supr_y_fixed,vit-const,,,112
3354,прѣсѣдѣти,V-,прѣсѣдѣті,2,,,,,psal-sin_sentence_removed,,,,,16
3355,лаꙗтель,Nb,лаѣтель,1,,,,,psal-sin_sentence_removed,,,,,16
3356,възирати,V-,възіраті,17,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3357,ограда,Nb,ограда,4,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3358,съмѣрьнъ,A-,съмѣрьнъ,1,,,,,psal-sin_sentence_removed,,,,,16
3359,оудоблꙗти,V-,оудоблѣті,6,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3360,съмотрꙗти,V-,съмотрѣті,2,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3361,желаниѥ,Nb,желаніе,12,,,,,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,,240
3362,оуготованиѥ,Nb,оуготованіе,3,,,,,psal-sin_sentence_removed,,,,,16
3363,прѣвитати,V-,прѣвітаті,1,,,,,psal-sin_sentence_removed,,,,,16
3364,врабии,Nb,врабіі,1,,,,,psal-sin_sentence_removed,,,,,16
3365,налѧщи,V-,налѧшті,6,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3366,тоулъ,Nb,тоулъ,1,,,,,psal-sin_sentence_removed,,,,,16
3367,състрѣлꙗти,V-,състрѣлѣті,4,,,,,psal-sin_sentence_removed,,,,,16
3368,мракъ,Nb,мракъ,6,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3369,вѣжда,Nb,вѣжда,2,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3370,боурьнъ,A-,боурьнъ,6,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3371,оумалити,V-,оумаліті,6,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3372,льстивъ,A-,льстівъ,17,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3373,вельрѣчивъ,A-,вельрѣчівъ,1,,,,,psal-sin_sentence_removed,,,,,16
3374,страсть,Nb,страсть,66,,,,,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,zogr_complete,432
3375,раждещи,V-,раждешті,28,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3376,оцѣщениѥ,Nb,оцѣштеніе,4,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3377,отъвращати,V-,отъвраштаті,9,,,,,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,,176
3378,оукрѣпити,V-,оукрѣпіті,18,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3379,благодѣꙗти,V-,благодѣѣті,3,,,,,psal-sin_sentence_removed,supr_y_fixed,,,,48
3380,растьлѣти,V-,растьлѣті,2,,,,,psal-sin_sentence_removed,,,,,16
